,ID_x,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID_y,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
149,205988,L. Shaw,20,https://cdn.sofifa.org/48/17/players/205988.png,England,https://cdn.sofifa.org/flags/14.png,79,84,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€11.5M,€50K,2017,83,74,80,75,77,75,78,63,77,44,58,10,12,13,7,7,65,205988,77,68,64,48,74,53,73,77,74,62,78,88,77,79,79,65,58
150,214997,A. Correa,21,https://cdn.sofifa.org/48/17/players/214997.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,87,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€15.5M,€50K,1969,86,41,87,83,85,71,64,82,87,81,65,13,10,9,8,16,61,214997,45,54,56,82,46,55,79,82,65,78,44,80,69,51,59,69,77
151,221660,V. Lindelöf,21,https://cdn.sofifa.org/48/17/players/221660.png,Sweden,https://cdn.sofifa.org/flags/46.png,79,86,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€12.5M,€50K,1870,68,80,64,47,62,70,48,64,59,36,66,12,16,8,7,9,78,221660,81,81,68,57,79,55,37,78,74,68,77,72,78,79,79,49,34
152,231677,M. Rashford,18,https://cdn.sofifa.org/48/17/players/231677.png,England,https://cdn.sofifa.org/flags/14.png,79,88,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€13.5M,€25K,1995,93,67,90,80,79,74,70,74,83,78,73,11,6,15,7,14,68,231677,42,63,61,64,22,74,81,77,73,83,25,92,83,32,72,71,72
153,222509,Dani Ceballos,19,https://cdn.sofifa.org/48/17/players/222509.png,Spain,https://cdn.sofifa.org/flags/45.png,78,88,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€12M,€40K,1988,74,76,72,73,83,71,70,69,82,62,61,12,15,16,7,13,37,222509,76,55,78,63,70,55,73,78,79,57,74,66,68,77,60,80,57
154,204884,B. Mendy,21,https://cdn.sofifa.org/48/17/players/204884.png,France,https://cdn.sofifa.org/flags/18.png,78,86,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€10.5M,€50K,1936,80,75,68,71,76,63,82,77,76,33,29,7,7,9,15,9,64,204884,76,69,68,63,73,40,70,76,76,68,78,84,82,76,81,58,20
155,183427,F. Delph,26,https://cdn.sofifa.org/48/17/players/183427.png,England,https://cdn.sofifa.org/flags/14.png,78,79,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€9.5M,€70K,2084,79,82,89,86,79,76,69,72,83,63,48,10,9,14,11,6,53,183427,75,72,75,73,63,65,71,72,80,80,71,77,89,73,64,72,59
156,207494,J. Lingard,23,https://cdn.sofifa.org/48/17/players/207494.png,England,https://cdn.sofifa.org/flags/14.png,78,80,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€10.5M,€50K,2009,85,66,85,85,82,75,72,74,79,72,56,14,10,8,13,9,61,207494,53,65,65,80,52,65,79,75,75,76,41,85,83,46,60,74,64
157,199304,Danilo,24,https://cdn.sofifa.org/48/17/players/199304.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,81,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€9M,€50K,2129,77,74,75,66,77,67,71,74,73,61,76,14,5,15,14,5,68,199304,81,75,69,72,72,67,75,79,76,85,78,82,83,77,79,62,72
158,168607,Rafinha,30,https://cdn.sofifa.org/48/17/players/168607.png,Brazil,https://cdn.sofifa.org/flags/54.png,78,78,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€6M,€50K,1979,76,88,81,79,77,77,81,79,74,37,58,15,7,16,12,15,50,168607,77,53,64,44,80,63,66,77,79,61,82,69,77,78,51,63,50
159,186832,K. Asamoah,27,https://cdn.sofifa.org/48/17/players/186832.png,Ghana,https://cdn.sofifa.org/flags/117.png,78,78,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€7M,€70K,2147,79,74,85,85,81,76,76,72,82,55,68,5,4,3,4,5,64,186832,78,79,79,78,72,64,78,76,79,84,78,78,77,78,75,76,76
160,155887,M. Bradley,28,https://cdn.sofifa.org/48/17/players/155887.png,United States,https://cdn.sofifa.org/flags/95.png,78,78,Toronto FC,https://cdn.sofifa.org/24/17/teams/111651.png,€6.5M,€40K,2102,69,79,72,74,78,79,71,72,75,61,71,7,14,16,16,16,64,155887,71,55,80,74,71,69,66,77,81,78,71,69,90,73,78,73,71
161,202515,Jesé,23,https://cdn.sofifa.org/48/17/players/202515.png,Spain,https://cdn.sofifa.org/flags/45.png,77,81,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€9M,€50K,1808,87,29,85,74,81,66,73,74,81,71,66,13,7,6,13,15,42,202515,33,71,69,72,16,68,75,71,77,73,12,81,63,23,62,70,55
162,215061,D. Benedetto,26,https://cdn.sofifa.org/48/17/players/215061.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,78,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€8M,€70K,1901,78,64,76,66,73,70,61,67,74,74,57,10,14,12,8,11,75,215061,28,88,65,80,25,68,79,75,68,81,27,84,74,27,72,69,71
163,215079,P. Pérez,30,https://cdn.sofifa.org/48/17/players/215079.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,77,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€6M,€50K,2036,70,92,74,77,79,73,69,65,69,61,72,10,7,16,15,14,58,215079,71,60,76,65,66,59,69,81,78,69,73,71,78,77,76,80,39
164,184134,Fernando,28,https://cdn.sofifa.org/48/17/players/184134.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€5.5M,€70K,1914,66,87,71,57,71,76,60,65,62,54,53,1,1,1,1,1,70,184134,80,72,68,68,76,54,59,76,70,76,81,67,84,78,81,62,41
165,179527,L. Rémy,29,https://cdn.sofifa.org/48/17/players/179527.png,France,https://cdn.sofifa.org/flags/18.png,77,77,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€7M,€60K,1892,81,57,76,65,72,76,60,66,75,78,51,9,10,15,14,12,76,179527,48,83,60,74,23,76,81,77,68,76,21,82,67,24,74,71,70
166,212811,M. Lemina,22,https://cdn.sofifa.org/48/17/players/212811.png,Gabon,https://cdn.sofifa.org/flags/115.png,77,83,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€9.5M,€50K,2078,79,70,75,75,81,74,72,72,80,55,68,12,9,15,8,16,68,212811,70,54,77,78,62,68,70,72,81,78,66,79,79,66,79,76,68
167,191053,T. Rincón,28,https://cdn.sofifa.org/48/17/players/191053.png,Venezuela,https://cdn.sofifa.org/flags/61.png,77,77,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€6.5M,€70K,2070,79,82,75,83,77,74,69,52,76,45,52,12,12,11,8,12,58,191053,80,91,77,70,74,46,66,76,79,77,78,75,87,82,77,72,60
168,226161,Marcos Llorente,21,https://cdn.sofifa.org/48/17/players/226161.png,Spain,https://cdn.sofifa.org/flags/45.png,77,86,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€9.5M,€45K,1838,58,65,55,66,77,60,56,45,68,39,51,13,6,6,11,15,61,226161,80,65,81,56,64,53,65,74,84,58,69,56,77,76,71,73,44
169,53630,J. Van Damme,32,https://cdn.sofifa.org/48/17/players/53630.png,Belgium,https://cdn.sofifa.org/flags/7.png,77,77,LA Galaxy,https://cdn.sofifa.org/24/17/teams/697.png,€4M,€25K,1986,65,91,59,42,67,73,62,59,65,50,60,6,11,6,9,15,77,53630,73,80,75,68,75,63,64,76,68,77,71,69,86,73,91,67,66
170,225161,Vallejo,19,https://cdn.sofifa.org/48/17/players/225161.png,Spain,https://cdn.sofifa.org/flags/45.png,77,85,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€8M,€40K,1742,69,74,69,69,67,76,41,29,56,44,31,10,13,15,13,6,74,225161,80,77,75,31,80,45,32,75,76,49,80,77,69,78,69,33,36
171,165517,F. Gago,30,https://cdn.sofifa.org/48/17/players/165517.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,77,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€5M,€60K,1989,63,70,72,70,76,58,69,66,71,47,67,7,10,12,8,12,59,165517,78,72,74,68,73,69,64,76,80,76,75,66,67,77,59,81,55
172,202135,S. Sturaro,23,https://cdn.sofifa.org/48/17/players/202135.png,Italy,https://cdn.sofifa.org/flags/27.png,77,82,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€9M,€50K,2112,77,86,75,75,77,74,68,64,76,55,64,15,10,5,14,11,64,202135,74,67,75,78,72,68,74,70,77,78,78,77,89,78,75,72,74
173,214977,M. Kranevitter,23,https://cdn.sofifa.org/48/17/players/214977.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,85,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€9M,€50K,1894,70,80,65,76,70,74,60,56,67,42,44,12,13,7,6,7,56,214977,82,74,72,54,74,46,53,71,74,61,79,71,81,83,75,70,43
174,209620,A. Baba,21,https://cdn.sofifa.org/48/17/players/209620.png,Ghana,https://cdn.sofifa.org/flags/117.png,77,84,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€8.5M,€45K,1928,85,73,78,74,77,69,77,67,76,48,23,12,11,6,11,10,67,209620,71,76,67,47,72,42,63,76,73,59,77,86,79,78,71,55,41
175,183512,Yuri,26,https://cdn.sofifa.org/48/17/players/183512.png,Spain,https://cdn.sofifa.org/flags/45.png,77,78,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€6.5M,€60K,2016,79,88,74,72,74,49,78,77,66,36,55,12,13,9,8,11,72,183512,67,84,66,79,79,59,45,72,66,78,83,78,83,77,77,45,54
176,214040,F. Fabra,25,https://cdn.sofifa.org/48/17/players/214040.png,Colombia,https://cdn.sofifa.org/flags/56.png,76,79,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€5.5M,€50K,1920,85,72,82,71,73,60,70,60,78,49,34,7,15,13,9,7,69,214040,72,84,51,54,67,55,61,71,68,67,75,90,90,70,78,40,33
177,223273,M. Pašalić,21,https://cdn.sofifa.org/48/17/players/223273.png,Croatia,https://cdn.sofifa.org/flags/10.png,76,85,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€8M,€45K,2035,65,76,68,54,79,74,68,69,77,66,59,11,13,13,13,14,65,223273,72,69,74,75,68,61,72,74,78,77,64,69,79,72,78,74,69
178,225850,P. Kimpembe,20,https://cdn.sofifa.org/48/17/players/225850.png,France,https://cdn.sofifa.org/flags/18.png,76,86,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€7.5M,€40K,1633,73,72,66,65,67,72,30,28,53,25,32,7,8,14,15,9,69,225850,78,75,53,27,78,43,34,70,69,47,80,72,65,78,72,31,28
179,208450,Andreas Pereira,20,https://cdn.sofifa.org/48/17/players/208450.png,Brazil,https://cdn.sofifa.org/flags/54.png,76,86,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€8.5M,€40K,2049,75,65,82,80,83,66,75,80,82,68,80,15,14,7,10,7,59,208450,65,59,77,77,68,49,69,71,77,76,49,75,82,58,67,72,76
180,189508,Víctor Vázquez,29,https://cdn.sofifa.org/48/17/players/189508.png,Spain,https://cdn.sofifa.org/flags/45.png,76,76,Toronto FC,https://cdn.sofifa.org/24/17/teams/111651.png,€4.9M,€20K,1854,55,55,70,74,78,80,74,77,73,68,74,8,16,8,15,8,38,189508,52,46,76,72,36,72,76,80,80,69,28,49,68,50,58,82,69
181,209989,T. Partey,23,https://cdn.sofifa.org/48/17/players/209989.png,Ghana,https://cdn.sofifa.org/flags/117.png,76,82,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€6M,€50K,1968,75,76,72,55,74,52,58,59,72,54,41,11,13,9,9,7,66,209989,75,82,73,63,65,46,60,74,77,76,76,79,84,81,84,69,53
182,176237,J. Altidore,26,https://cdn.sofifa.org/48/17/players/176237.png,United States,https://cdn.sofifa.org/flags/95.png,76,76,Toronto FC,https://cdn.sofifa.org/24/17/teams/111651.png,€5.5M,€50K,1884,69,84,72,52,71,69,49,66,72,76,72,16,9,14,12,12,76,176237,32,72,59,66,26,75,75,70,68,81,27,75,74,34,87,72,69
183,230767,Renato Sanches,18,https://cdn.sofifa.org/48/17/players/230767.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,86,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€7M,€25K,2111,79,90,78,86,77,77,60,59,78,65,68,5,12,6,13,14,64,230767,69,79,71,77,72,68,73,74,76,85,64,78,86,72,77,68,68
184,215181,G. Peruzzi,24,https://cdn.sofifa.org/48/17/players/215181.png,Argentina,https://cdn.sofifa.org/flags/52.png,76,79,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€5.5M,€50K,1906,81,74,73,70,70,72,68,66,68,38,50,10,13,9,5,8,58,215181,83,74,66,60,72,46,55,75,69,68,76,86,83,74,65,53,40
185,220814,L. Hernández,20,https://cdn.sofifa.org/48/17/players/220814.png,France,https://cdn.sofifa.org/flags/18.png,76,87,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€8M,€40K,1674,66,77,69,61,65,48,57,38,46,36,28,10,7,8,14,10,75,220814,76,85,58,47,74,34,27,65,67,62,81,65,61,77,72,33,23
186,191655,Kim Seung Gyu,25,https://cdn.sofifa.org/48/17/players/191655.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,76,78,Vissel Kobe,https://cdn.sofifa.org/24/17/teams/101146.png,€5.5M,€15K,1116,36,27,38,56,20,64,14,16,12,12,12,76,75,71,74,79,11,191655,25,68,33,19,12,12,16,69,30,11,12,36,16,18,61,35,14
187,204233,C. Musonda,19,https://cdn.sofifa.org/48/17/players/204233.png,Belgium,https://cdn.sofifa.org/flags/7.png,76,86,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€7.5M,€40K,1695,89,32,92,83,80,42,71,64,83,66,52,6,6,7,8,9,39,204233,21,44,70,62,21,54,66,72,73,69,22,87,62,20,46,67,52
188,186569,S. Ulreich,27,https://cdn.sofifa.org/48/17/players/186569.png,Germany,https://cdn.sofifa.org/flags/21.png,76,76,FC Bayern Munich,https://cdn.sofifa.org/24/17/teams/21.png,€4.3M,€70K,1074,41,25,34,39,22,32,14,12,13,12,15,80,73,51,73,77,8,186569,14,66,33,11,13,22,8,77,33,24,14,40,29,18,41,29,13
189,209610,J. Vázquez,28,https://cdn.sofifa.org/48/17/players/209610.png,Mexico,https://cdn.sofifa.org/flags/83.png,76,76,Guadalajara,https://cdn.sofifa.org/24/17/teams/1880.png,€4.1M,€35K,1972,77,75,80,92,73,77,55,60,60,40,62,7,7,8,16,6,55,209610,83,79,68,67,72,62,65,73,79,70,69,74,88,74,63,65,48
190,229593,M. Pjaca,21,https://cdn.sofifa.org/48/17/players/229593.png,Croatia,https://cdn.sofifa.org/flags/10.png,76,86,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€8.5M,€50K,1902,85,50,83,75,87,70,76,82,86,61,72,11,5,10,9,12,68,229593,30,69,67,72,16,72,60,66,77,76,24,85,75,26,75,68,72
191,206058,M. De Sciglio,23,https://cdn.sofifa.org/48/17/players/206058.png,Italy,https://cdn.sofifa.org/flags/27.png,76,81,Juventus,https://cdn.sofifa.org/24/17/teams/45.png,€6M,€50K,1900,79,72,79,75,75,74,76,75,74,33,39,5,3,5,5,3,64,206058,72,75,68,51,72,49,64,64,72,65,78,83,87,78,67,60,33
192,184575,R. Alessandrini,27,https://cdn.sofifa.org/48/17/players/184575.png,France,https://cdn.sofifa.org/flags/18.png,76,76,LA Galaxy,https://cdn.sofifa.org/24/17/teams/697.png,€5M,€40K,1961,88,65,91,87,75,68,74,78,75,73,79,11,12,9,16,9,53,184575,33,62,68,74,25,73,71,78,70,81,30,89,73,42,53,69,75
193,163873,Eduardo,33,https://cdn.sofifa.org/48/17/players/163873.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€2.9M,€30K,1245,46,28,60,58,32,53,13,11,11,20,14,75,74,71,78,75,12,163873,24,75,32,18,13,37,11,68,22,38,20,44,20,20,72,42,11
194,224574,O. Pineda,20,https://cdn.sofifa.org/48/17/players/224574.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,83,Guadalajara,https://cdn.sofifa.org/24/17/teams/1880.png,€6M,€8K,2011,85,67,85,82,75,72,67,68,77,65,56,15,14,7,10,10,41,224574,67,65,73,70,66,63,68,72,76,73,65,87,87,65,50,73,67
195,210761,R. Pizarro,22,https://cdn.sofifa.org/48/17/players/210761.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,82,Guadalajara,https://cdn.sofifa.org/24/17/teams/1880.png,€5.5M,€15K,2052,82,50,82,75,77,70,74,70,75,66,54,15,15,9,9,7,58,210761,70,70,72,66,69,67,75,70,78,70,69,87,84,70,71,73,73
196,214606,S. Pérez,23,https://cdn.sofifa.org/48/17/players/214606.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,80,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€5.5M,€40K,1944,70,60,69,72,77,81,59,62,73,50,59,14,14,7,9,16,50,214606,70,70,78,73,68,52,66,69,78,72,69,66,78,72,64,72,66
197,223066,A. Chávez,25,https://cdn.sofifa.org/48/17/players/223066.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,78,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€5M,€45K,1927,78,80,69,68,73,76,66,68,72,75,66,14,14,6,12,10,63,223066,48,74,62,69,31,68,70,73,68,81,28,81,79,30,83,68,80
198,192930,A. Pulido,25,https://cdn.sofifa.org/48/17/players/192930.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,77,Guadalajara,https://cdn.sofifa.org/24/17/teams/1880.png,€5M,€20K,1839,84,46,80,67,72,71,61,64,75,75,47,15,10,9,14,9,68,192930,37,77,60,69,30,70,78,70,65,72,22,84,74,35,74,60,66
199,173228,Siqueira,30,https://cdn.sofifa.org/48/17/players/173228.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,75,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€2.9M,€40K,2016,69,80,69,58,75,59,80,82,75,56,68,7,9,8,9,13,68,173228,76,75,80,59,70,82,57,75,68,80,80,75,67,74,69,58,45
200,225719,K. Iheanacho,19,https://cdn.sofifa.org/48/17/players/225719.png,Nigeria,https://cdn.sofifa.org/flags/133.png,75,88,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€7.5M,€35K,1771,89,56,79,70,75,72,48,67,73,79,53,8,7,7,11,15,60,225719,17,58,58,66,15,74,79,70,66,76,12,85,68,22,74,65,69
201,190653,I. Brizuela,25,https://cdn.sofifa.org/48/17/players/190653.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,75,Guadalajara,https://cdn.sofifa.org/24/17/teams/1880.png,€4.3M,€20K,1882,90,63,87,78,75,65,68,73,79,72,57,12,9,16,15,16,50,190653,30,69,65,69,23,60,70,69,72,72,35,92,75,34,63,63,61
202,232656,T. Hernández,18,https://cdn.sofifa.org/48/17/players/232656.png,France,https://cdn.sofifa.org/flags/18.png,75,85,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€4.7M,€15K,1791,84,75,75,61,74,58,75,35,78,50,42,12,10,7,7,7,65,232656,67,62,52,45,70,41,50,64,70,42,78,85,77,74,78,47,32
203,220883,R. Borré,20,https://cdn.sofifa.org/48/17/players/220883.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,84,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€6.5M,€35K,1901,83,58,82,82,74,72,63,82,77,77,67,11,14,14,11,8,74,220883,35,76,61,76,29,66,77,69,68,72,22,81,64,33,58,65,72
204,214763,P. Goltz,31,https://cdn.sofifa.org/48/17/players/214763.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€2.7M,€35K,1887,63,88,54,52,62,73,55,73,58,48,68,13,14,7,15,7,78,214763,72,69,66,62,74,66,45,72,65,70,72,66,64,74,83,59,53
205,224254,C. Pavón,20,https://cdn.sofifa.org/48/17/players/224254.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,84,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€6.5M,€35K,1838,90,56,90,81,74,55,62,71,78,72,77,11,10,9,13,7,45,224254,19,59,66,83,25,59,70,66,76,82,26,86,78,28,45,66,58
206,204050,S. Vergini,27,https://cdn.sofifa.org/48/17/players/204050.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,76,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€3.2M,€40K,1650,33,64,54,49,70,65,63,39,63,33,50,6,7,6,13,8,67,204050,77,45,65,38,75,49,51,64,69,45,71,50,70,81,89,59,27
207,220182,J. Denayer,21,https://cdn.sofifa.org/48/17/players/220182.png,Belgium,https://cdn.sofifa.org/flags/7.png,74,84,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€4.8M,€30K,1722,79,63,62,59,69,70,60,35,63,42,29,7,10,15,15,15,72,220182,73,76,53,36,71,37,36,61,71,51,76,78,69,79,79,46,35
208,211504,L. Baker,21,https://cdn.sofifa.org/48/17/players/211504.png,England,https://cdn.sofifa.org/flags/14.png,74,82,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€4.9M,€30K,1994,69,56,70,72,78,68,76,79,72,76,82,8,15,12,8,6,58,211504,57,57,76,85,48,78,64,67,77,83,46,72,78,52,73,73,71
209,152908,A. Young,30,https://cdn.sofifa.org/48/17/players/152908.png,England,https://cdn.sofifa.org/flags/14.png,74,74,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€2.4M,€40K,2069,83,58,83,77,79,63,84,86,78,69,72,16,10,15,16,15,51,152908,67,57,69,70,64,65,68,79,76,75,63,79,72,67,56,75,75
210,192342,E. Cardona,23,https://cdn.sofifa.org/48/17/players/192342.png,Colombia,https://cdn.sofifa.org/flags/56.png,74,78,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€4.5M,€40K,1910,62,79,68,60,77,59,73,80,76,70,81,15,10,7,11,15,60,192342,47,47,70,85,37,64,74,61,74,86,36,60,65,32,81,72,75
211,214394,W. Barrios,22,https://cdn.sofifa.org/48/17/players/214394.png,Colombia,https://cdn.sofifa.org/flags/56.png,74,82,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€4.3M,€30K,1767,66,82,67,67,65,68,59,31,58,30,31,13,14,13,15,16,59,214394,78,82,65,39,75,32,60,73,70,53,70,61,90,76,70,65,22
212,224411,Gonçalo Guedes,19,https://cdn.sofifa.org/48/17/players/224411.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,82,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€4.6M,€30K,1919,84,67,82,70,74,75,69,74,76,74,70,9,12,11,9,9,60,224411,47,65,62,76,25,69,78,76,73,76,30,81,77,34,56,71,73
213,233631,A. Ndiaye Diedhiou,19,https://cdn.sofifa.org/48/17/players/233631.png,Senegal,https://cdn.sofifa.org/flags/136.png,74,87,Atlético Madrid,https://cdn.sofifa.org/24/17/teams/240.png,€6M,€30K,1850,90,62,87,80,70,75,63,51,86,75,29,6,7,14,8,9,58,233631,41,83,58,61,37,49,76,68,68,71,35,91,75,52,64,67,59
214,215212,G. Sara,28,https://cdn.sofifa.org/48/17/players/215212.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,74,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€2.9M,€40K,1206,41,23,30,53,17,26,14,24,20,15,21,74,70,75,69,77,23,215212,24,72,23,17,13,30,15,77,29,23,16,44,30,12,70,46,19
215,226226,G. Lo Celso,20,https://cdn.sofifa.org/48/17/players/226226.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,86,Paris Saint-Germain,https://cdn.sofifa.org/24/17/teams/73.png,€6M,€30K,1841,76,65,78,78,79,57,73,67,74,55,72,10,7,10,15,14,36,226226,34,57,73,59,28,55,66,64,78,58,48,77,74,55,57,80,69
216,153060,J. Insaurralde,31,https://cdn.sofifa.org/48/17/players/153060.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,74,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€2.2M,€30K,1628,49,78,58,52,58,63,47,49,39,38,27,11,10,13,6,13,77,153060,68,74,56,35,74,40,40,80,73,48,72,49,62,75,80,54,23
217,228635,Borja Mayoral,19,https://cdn.sofifa.org/48/17/players/228635.png,Spain,https://cdn.sofifa.org/flags/45.png,73,85,Real Madrid CF,https://cdn.sofifa.org/24/17/teams/243.png,€4.8M,€30K,1618,74,27,73,66,71,56,58,34,68,78,57,12,9,8,15,7,63,228635,12,68,43,58,12,69,77,75,66,71,20,75,54,13,62,56,67
218,221982,P. Roberts,19,https://cdn.sofifa.org/48/17/players/221982.png,England,https://cdn.sofifa.org/flags/14.png,73,84,Manchester City,https://cdn.sofifa.org/24/17/teams/10.png,€4.4M,€25K,1669,82,38,91,90,76,75,65,64,81,66,49,12,7,8,7,12,44,221982,21,49,63,65,22,62,66,62,70,61,19,78,63,18,30,76,52
219,215331,L. Jara,25,https://cdn.sofifa.org/48/17/players/215331.png,Argentina,https://cdn.sofifa.org/flags/52.png,73,76,Boca Juniors,https://cdn.sofifa.org/24/17/teams/1877.png,€2.9M,€35K,1910,73,67,66,66,73,59,76,59,75,41,40,8,14,13,9,6,60,215331,75,70,73,74,66,38,68,68,64,65,73,78,87,69,76,68,52
220,231485,A. Tuanzebe,18,https://cdn.sofifa.org/48/17/players/231485.png,England,https://cdn.sofifa.org/flags/14.png,73,86,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€4.2M,€10K,1721,79,70,68,65,63,68,42,45,63,26,37,5,8,5,13,12,71,231485,70,73,65,34,73,50,41,66,70,46,73,79,69,74,73,52,41
221,232270,T. Fosu-Mensah,18,https://cdn.sofifa.org/48/17/players/232270.png,Netherlands,https://cdn.sofifa.org/flags/34.png,73,85,Manchester United,https://cdn.sofifa.org/24/17/teams/11.png,€3.8M,€10K,1937,85,84,70,65,64,64,65,60,65,57,34,11,8,8,7,11,73,232270,74,76,70,60,70,48,60,65,73,79,74,85,67,74,79,61,55
222,187478,J. Pereira,29,https://cdn.sofifa.org/48/17/players/187478.png,Mexico,https://cdn.sofifa.org/flags/83.png,73,73,Guadalajara,https://cdn.sofifa.org/24/17/teams/1880.png,€2.2M,€15K,1634,62,72,44,59,53,63,50,30,54,31,33,14,7,15,12,15,79,187478,69,69,54,43,75,50,35,61,60,50,75,59,78,75,82,50,19
223,215639,Kenedy,20,https://cdn.sofifa.org/48/17/players/215639.png,Brazil,https://cdn.sofifa.org/flags/54.png,73,83,Chelsea,https://cdn.sofifa.org/24/17/teams/5.png,€4.6M,€25K,1869,86,34,85,62,77,64,63,60,78,64,54,11,15,11,15,12,66,215639,52,69,65,66,43,67,68,66,68,75,44,79,75,48,70,66,55
