,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
11291,56.0,44.0,44.0,59.0,51.0,229728,56.0,43.0,44.0,51.0,44.0,59.0,56.0,63.0,57.0,44.0,RM ST ,56.0,43.0,44.0,51.0,44.0,59.0,56.0,63.0,57.0,44.0,63.0
11292,53.0,46.0,44.0,57.0,50.0,230496,53.0,43.0,46.0,50.0,44.0,57.0,52.0,63.0,54.0,43.0,ST ,53.0,43.0,46.0,50.0,44.0,57.0,52.0,63.0,54.0,43.0,63.0
11293,63.0,49.0,52.0,64.0,58.0,233568,63.0,52.0,49.0,58.0,52.0,64.0,62.0,62.0,63.0,53.0,CAM CF ,63.0,52.0,49.0,58.0,52.0,64.0,62.0,62.0,63.0,53.0,62.0
11294,61.0,43.0,47.0,63.0,56.0,189792,61.0,50.0,43.0,56.0,47.0,63.0,63.0,62.0,64.0,52.0,ST LM ,61.0,50.0,43.0,56.0,47.0,63.0,63.0,62.0,64.0,52.0,62.0
11295,61.0,66.0,67.0,59.0,63.0,205153,61.0,66.0,66.0,63.0,67.0,59.0,62.0,58.0,60.0,66.0,CDM CM ,61.0,66.0,66.0,63.0,67.0,59.0,62.0,58.0,60.0,66.0,58.0
11296,53.0,60.0,58.0,54.0,53.0,212833,53.0,63.0,60.0,53.0,58.0,54.0,57.0,54.0,56.0,63.0,RB RWB ,53.0,63.0,60.0,53.0,58.0,54.0,57.0,54.0,56.0,63.0,54.0
11297,62.0,33.0,39.0,64.0,54.0,213089,62.0,42.0,33.0,54.0,39.0,64.0,63.0,63.0,64.0,45.0,RW ST LW ,62.0,42.0,33.0,54.0,39.0,64.0,63.0,63.0,64.0,45.0,63.0
11298,63.0,44.0,49.0,63.0,58.0,231777,63.0,51.0,44.0,58.0,49.0,63.0,63.0,61.0,64.0,53.0,RM CAM ,63.0,51.0,44.0,58.0,49.0,63.0,63.0,61.0,64.0,53.0,61.0
11299,58.0,64.0,63.0,57.0,60.0,239713,58.0,62.0,64.0,60.0,63.0,57.0,59.0,57.0,57.0,62.0,CDM ,58.0,62.0,64.0,60.0,63.0,57.0,59.0,57.0,57.0,62.0,57.0
11300,58.0,46.0,48.0,60.0,56.0,147042,58.0,42.0,46.0,56.0,48.0,60.0,57.0,63.0,57.0,44.0,ST ,58.0,42.0,46.0,56.0,48.0,60.0,57.0,63.0,57.0,44.0,63.0
11301,,,,,,222562,,,,,,,,,,,GK ,,,,,,,,,,,
11302,59.0,64.0,63.0,58.0,60.0,233314,59.0,61.0,64.0,60.0,63.0,58.0,58.0,57.0,57.0,60.0,CDM ,59.0,61.0,64.0,60.0,63.0,58.0,58.0,57.0,57.0,60.0,57.0
11303,64.0,53.0,55.0,64.0,60.0,176226,64.0,55.0,53.0,60.0,55.0,64.0,63.0,64.0,64.0,56.0,LM RM ,64.0,55.0,53.0,60.0,55.0,64.0,63.0,64.0,64.0,56.0,64.0
11304,46.0,63.0,58.0,45.0,48.0,183138,46.0,59.0,63.0,48.0,58.0,45.0,48.0,47.0,46.0,57.0,CB ,46.0,59.0,63.0,48.0,58.0,45.0,48.0,47.0,46.0,57.0,47.0
11305,61.0,60.0,62.0,60.0,63.0,199011,61.0,59.0,60.0,63.0,62.0,60.0,60.0,59.0,59.0,59.0,CM ,61.0,59.0,60.0,63.0,62.0,60.0,60.0,59.0,59.0,59.0,59.0
11306,,,,,,218212,,,,,,,,,,,GK ,,,,,,,,,,,
11307,56.0,64.0,63.0,56.0,58.0,219492,56.0,63.0,64.0,58.0,63.0,56.0,57.0,56.0,56.0,63.0,CM CDM ,56.0,63.0,64.0,58.0,63.0,56.0,57.0,56.0,56.0,63.0,56.0
11308,49.0,63.0,60.0,48.0,52.0,225636,49.0,60.0,63.0,52.0,60.0,48.0,50.0,47.0,48.0,58.0,CDM CB ,49.0,60.0,63.0,52.0,60.0,48.0,50.0,47.0,48.0,58.0,47.0
11309,51.0,59.0,55.0,51.0,50.0,237156,51.0,63.0,59.0,50.0,55.0,51.0,56.0,48.0,55.0,62.0,LB RB ,51.0,63.0,59.0,50.0,55.0,51.0,56.0,48.0,55.0,62.0,48.0
11310,61.0,41.0,47.0,62.0,56.0,208485,61.0,49.0,41.0,56.0,47.0,62.0,63.0,61.0,64.0,52.0,ST LW ,61.0,49.0,41.0,56.0,47.0,62.0,63.0,61.0,64.0,52.0,61.0
11311,59.0,41.0,47.0,60.0,56.0,209253,59.0,50.0,41.0,56.0,47.0,60.0,63.0,59.0,62.0,53.0,RB RWB RM ,59.0,50.0,41.0,56.0,47.0,60.0,63.0,59.0,62.0,53.0,59.0
11312,54.0,61.0,59.0,54.0,55.0,213349,54.0,63.0,61.0,55.0,59.0,54.0,58.0,52.0,56.0,63.0,RM RB ,54.0,63.0,61.0,55.0,59.0,54.0,58.0,52.0,56.0,63.0,52.0
11313,,,,,,154725,,,,,,,,,,,GK ,,,,,,,,,,,
11314,35.0,63.0,55.0,33.0,41.0,229733,35.0,54.0,63.0,41.0,55.0,33.0,37.0,37.0,33.0,51.0,CB ,35.0,54.0,63.0,41.0,55.0,33.0,37.0,37.0,33.0,51.0,37.0
11315,63.0,47.0,54.0,63.0,63.0,233061,63.0,52.0,47.0,63.0,54.0,63.0,65.0,62.0,63.0,55.0,CAM CM ,63.0,52.0,47.0,63.0,54.0,63.0,65.0,62.0,63.0,55.0,62.0
11316,40.0,63.0,58.0,38.0,46.0,192101,40.0,55.0,63.0,46.0,58.0,38.0,42.0,40.0,38.0,53.0,LB CB ,40.0,55.0,63.0,46.0,58.0,38.0,42.0,40.0,38.0,53.0,40.0
11317,61.0,57.0,61.0,60.0,62.0,197990,61.0,63.0,57.0,62.0,61.0,60.0,63.0,57.0,62.0,64.0,RB RM ,61.0,63.0,57.0,62.0,61.0,60.0,63.0,57.0,62.0,64.0,57.0
11318,61.0,40.0,42.0,63.0,52.0,209766,61.0,46.0,40.0,52.0,42.0,63.0,62.0,63.0,64.0,48.0,RW ST ,61.0,46.0,40.0,52.0,42.0,63.0,62.0,63.0,64.0,48.0,63.0
11319,52.0,64.0,61.0,51.0,55.0,211814,52.0,63.0,64.0,55.0,61.0,51.0,55.0,49.0,53.0,63.0,CB LB RB ,52.0,63.0,64.0,55.0,61.0,51.0,55.0,49.0,53.0,63.0,49.0
11320,61.0,57.0,59.0,61.0,60.0,222566,61.0,60.0,57.0,60.0,59.0,61.0,63.0,60.0,63.0,61.0,RW RB RM ,61.0,60.0,57.0,60.0,59.0,61.0,63.0,60.0,63.0,61.0,60.0
11321,62.0,36.0,43.0,63.0,55.0,228454,62.0,48.0,36.0,55.0,43.0,63.0,63.0,58.0,64.0,51.0,LM ,62.0,48.0,36.0,55.0,43.0,63.0,63.0,58.0,64.0,51.0,58.0
11322,58.0,58.0,59.0,58.0,57.0,236390,58.0,63.0,58.0,57.0,59.0,58.0,62.0,54.0,60.0,64.0,RWB RB ,58.0,63.0,58.0,57.0,59.0,58.0,62.0,54.0,60.0,64.0,54.0
11323,,,,,,190822,,,,,,,,,,,GK ,,,,,,,,,,,
11324,34.0,63.0,53.0,36.0,39.0,226407,34.0,54.0,63.0,39.0,53.0,36.0,37.0,40.0,34.0,51.0,CB ,34.0,54.0,63.0,39.0,53.0,36.0,37.0,40.0,34.0,51.0,40.0
11325,61.0,42.0,44.0,63.0,54.0,239975,61.0,47.0,42.0,54.0,44.0,63.0,62.0,63.0,64.0,49.0,LW ST ,61.0,47.0,42.0,54.0,44.0,63.0,62.0,63.0,64.0,49.0,63.0
11326,36.0,63.0,56.0,36.0,43.0,209256,36.0,52.0,63.0,43.0,56.0,36.0,38.0,41.0,34.0,49.0,CB ,36.0,52.0,63.0,43.0,56.0,36.0,38.0,41.0,34.0,49.0,41.0
11327,62.0,35.0,40.0,63.0,54.0,210792,62.0,43.0,35.0,54.0,40.0,63.0,63.0,63.0,64.0,46.0,RM ,62.0,43.0,35.0,54.0,40.0,63.0,63.0,63.0,64.0,46.0,63.0
11328,60.0,51.0,54.0,59.0,57.0,223080,60.0,59.0,51.0,57.0,54.0,59.0,63.0,56.0,62.0,60.0,LB LM ,60.0,59.0,51.0,57.0,54.0,59.0,63.0,56.0,62.0,60.0,56.0
11329,55.0,62.0,59.0,55.0,55.0,232296,55.0,63.0,62.0,55.0,59.0,55.0,58.0,52.0,57.0,64.0,RB ,55.0,63.0,62.0,55.0,59.0,55.0,58.0,52.0,57.0,64.0,52.0
11330,60.0,37.0,41.0,62.0,53.0,167784,60.0,42.0,37.0,53.0,41.0,62.0,61.0,63.0,63.0,45.0,LM ST ,60.0,42.0,37.0,53.0,41.0,62.0,61.0,63.0,63.0,45.0,63.0
11331,,,,,,191848,,,,,,,,,,,GK ,,,,,,,,,,,
11332,66.0,56.0,59.0,65.0,63.0,234857,66.0,58.0,56.0,63.0,59.0,65.0,65.0,63.0,66.0,59.0,CAM CM ,66.0,58.0,56.0,63.0,59.0,65.0,65.0,63.0,66.0,59.0,63.0
11333,50.0,64.0,63.0,47.0,55.0,237417,50.0,61.0,64.0,55.0,63.0,47.0,50.0,47.0,47.0,59.0,CM CB CDM ,50.0,61.0,64.0,55.0,63.0,47.0,50.0,47.0,47.0,59.0,47.0
11334,60.0,41.0,44.0,61.0,55.0,239721,60.0,42.0,41.0,55.0,44.0,61.0,59.0,63.0,60.0,44.0,ST ,60.0,42.0,41.0,55.0,44.0,61.0,59.0,63.0,60.0,44.0,63.0
11335,62.0,57.0,61.0,62.0,63.0,165738,62.0,59.0,57.0,63.0,61.0,62.0,62.0,61.0,61.0,60.0,RM CM ,62.0,59.0,57.0,63.0,61.0,62.0,62.0,61.0,61.0,60.0,61.0
11336,60.0,43.0,47.0,62.0,57.0,190058,60.0,46.0,43.0,57.0,47.0,62.0,59.0,63.0,60.0,48.0,ST ,60.0,46.0,43.0,57.0,47.0,62.0,59.0,63.0,60.0,48.0,63.0
11337,56.0,63.0,62.0,55.0,58.0,200812,56.0,61.0,63.0,58.0,62.0,55.0,55.0,56.0,54.0,60.0,CB ,56.0,61.0,63.0,58.0,62.0,55.0,55.0,56.0,54.0,60.0,56.0
11338,61.0,47.0,53.0,60.0,57.0,213612,61.0,53.0,47.0,57.0,53.0,60.0,63.0,54.0,62.0,56.0,RM ,61.0,53.0,47.0,57.0,53.0,60.0,63.0,54.0,62.0,56.0,54.0
11339,,,,,,222572,,,,,,,,,,,GK ,,,,,,,,,,,
11340,61.0,43.0,48.0,62.0,55.0,224108,61.0,50.0,43.0,55.0,48.0,62.0,63.0,59.0,64.0,53.0,RM LM ,61.0,50.0,43.0,55.0,48.0,62.0,63.0,59.0,64.0,53.0,59.0
11341,,,,,,166764,,,,,,,,,,,GK ,,,,,,,,,,,
11342,59.0,62.0,63.0,57.0,61.0,237420,59.0,60.0,62.0,61.0,63.0,57.0,59.0,57.0,57.0,60.0,CM CDM ,59.0,60.0,62.0,61.0,63.0,57.0,59.0,57.0,57.0,60.0,57.0
11343,64.0,53.0,57.0,64.0,63.0,241004,64.0,56.0,53.0,63.0,57.0,64.0,65.0,63.0,64.0,57.0,CM ,64.0,56.0,53.0,63.0,57.0,64.0,65.0,63.0,64.0,57.0,63.0
11344,52.0,62.0,59.0,52.0,53.0,223853,52.0,63.0,62.0,53.0,59.0,52.0,55.0,51.0,53.0,61.0,RM RB ,52.0,63.0,62.0,53.0,59.0,52.0,55.0,51.0,53.0,61.0,51.0
11345,65.0,44.0,52.0,62.0,63.0,226157,65.0,49.0,44.0,63.0,52.0,62.0,62.0,57.0,62.0,51.0,RM CDM CAM CM ,65.0,49.0,44.0,63.0,52.0,62.0,62.0,57.0,62.0,51.0,57.0
11346,61.0,39.0,47.0,61.0,56.0,234350,61.0,49.0,39.0,56.0,47.0,61.0,63.0,57.0,64.0,52.0,RM ,61.0,49.0,39.0,56.0,47.0,61.0,63.0,57.0,64.0,52.0,57.0
11347,61.0,33.0,40.0,62.0,53.0,241006,61.0,44.0,33.0,53.0,40.0,62.0,63.0,59.0,64.0,48.0,LM RM ,61.0,44.0,33.0,53.0,40.0,62.0,63.0,59.0,64.0,48.0,59.0
11348,44.0,63.0,58.0,44.0,49.0,187246,44.0,61.0,63.0,49.0,58.0,44.0,47.0,44.0,44.0,59.0,CB ,44.0,61.0,63.0,49.0,58.0,44.0,47.0,44.0,44.0,59.0,44.0
11349,51.0,63.0,60.0,50.0,53.0,205167,51.0,62.0,63.0,53.0,60.0,50.0,53.0,50.0,52.0,62.0,RB CB ,51.0,62.0,63.0,53.0,60.0,50.0,53.0,50.0,52.0,62.0,50.0
11350,37.0,63.0,54.0,37.0,41.0,210543,37.0,53.0,63.0,41.0,54.0,37.0,37.0,41.0,35.0,49.0,CB ,37.0,53.0,63.0,41.0,54.0,37.0,37.0,41.0,35.0,49.0,41.0
11351,57.0,35.0,37.0,61.0,48.0,213871,57.0,41.0,35.0,48.0,37.0,61.0,58.0,63.0,60.0,43.0,ST ,57.0,41.0,35.0,48.0,37.0,61.0,58.0,63.0,60.0,43.0,63.0
11352,54.0,63.0,61.0,53.0,56.0,159599,54.0,63.0,63.0,56.0,61.0,53.0,57.0,51.0,55.0,63.0,RWB RB ,54.0,63.0,63.0,56.0,61.0,53.0,57.0,51.0,55.0,63.0,51.0
11353,62.0,61.0,63.0,63.0,63.0,229743,62.0,59.0,61.0,63.0,63.0,63.0,62.0,62.0,61.0,60.0,CM ,62.0,59.0,61.0,63.0,63.0,63.0,62.0,62.0,61.0,60.0,62.0
11354,60.0,60.0,60.0,60.0,60.0,170095,60.0,63.0,60.0,60.0,60.0,60.0,64.0,58.0,62.0,64.0,LB ,60.0,63.0,60.0,60.0,60.0,60.0,64.0,58.0,62.0,64.0,58.0
11355,48.0,65.0,63.0,45.0,54.0,236143,48.0,64.0,65.0,54.0,63.0,45.0,49.0,44.0,46.0,62.0,CDM ,48.0,64.0,65.0,54.0,63.0,45.0,49.0,44.0,46.0,62.0,44.0
11356,63.0,29.0,39.0,62.0,54.0,205424,63.0,42.0,29.0,54.0,39.0,62.0,63.0,56.0,65.0,45.0,RM LM ,63.0,42.0,29.0,54.0,39.0,62.0,63.0,56.0,65.0,45.0,56.0
11357,40.0,63.0,57.0,41.0,44.0,228464,40.0,57.0,63.0,44.0,57.0,41.0,40.0,46.0,39.0,53.0,CB ,40.0,57.0,63.0,44.0,57.0,41.0,40.0,46.0,39.0,53.0,46.0
11358,63.0,45.0,48.0,64.0,59.0,239728,63.0,49.0,45.0,59.0,48.0,64.0,63.0,63.0,63.0,51.0,RM CF ,63.0,49.0,45.0,59.0,48.0,64.0,63.0,63.0,63.0,51.0,63.0
11359,64.0,47.0,55.0,63.0,63.0,18289,64.0,51.0,47.0,63.0,55.0,63.0,62.0,60.0,62.0,54.0,CDM CM ,64.0,51.0,47.0,63.0,55.0,63.0,62.0,60.0,62.0,54.0,60.0
11360,50.0,67.0,62.0,52.0,54.0,156017,50.0,63.0,67.0,54.0,62.0,52.0,54.0,55.0,52.0,62.0,CB RB ,50.0,63.0,67.0,54.0,62.0,52.0,54.0,55.0,52.0,62.0,55.0
11361,61.0,40.0,44.0,63.0,54.0,223345,61.0,48.0,40.0,54.0,44.0,63.0,62.0,62.0,64.0,50.0,RW ,61.0,48.0,40.0,54.0,44.0,63.0,62.0,62.0,64.0,50.0,62.0
11362,63.0,34.0,40.0,64.0,54.0,240753,63.0,40.0,34.0,54.0,40.0,64.0,62.0,63.0,64.0,43.0,ST ,63.0,40.0,34.0,54.0,40.0,64.0,62.0,63.0,64.0,43.0,63.0
11363,60.0,61.0,63.0,59.0,61.0,212594,60.0,63.0,61.0,61.0,63.0,59.0,60.0,58.0,58.0,62.0,CM CDM ,60.0,63.0,61.0,61.0,63.0,59.0,60.0,58.0,58.0,62.0,58.0
11364,60.0,66.0,67.0,58.0,63.0,138355,60.0,67.0,66.0,63.0,67.0,58.0,62.0,57.0,60.0,67.0,CM ,60.0,67.0,66.0,63.0,67.0,58.0,62.0,57.0,60.0,67.0,57.0
11365,63.0,43.0,46.0,64.0,56.0,224371,63.0,47.0,43.0,56.0,46.0,64.0,63.0,62.0,64.0,49.0,ST RM ,63.0,47.0,43.0,56.0,46.0,64.0,63.0,62.0,64.0,49.0,62.0
11366,67.0,39.0,46.0,67.0,60.0,230515,67.0,50.0,39.0,60.0,46.0,67.0,68.0,63.0,69.0,53.0,LM CF ST ,67.0,50.0,39.0,60.0,46.0,67.0,68.0,63.0,69.0,53.0,63.0
11367,58.0,61.0,58.0,58.0,56.0,238195,58.0,63.0,61.0,56.0,58.0,58.0,60.0,57.0,60.0,63.0,LB RB ,58.0,63.0,61.0,56.0,58.0,58.0,60.0,57.0,60.0,63.0,57.0
11368,51.0,59.0,57.0,50.0,51.0,221812,51.0,63.0,59.0,51.0,57.0,50.0,57.0,46.0,55.0,63.0,LB ,51.0,63.0,59.0,51.0,57.0,50.0,57.0,46.0,55.0,63.0,46.0
11369,62.0,60.0,62.0,60.0,63.0,222836,62.0,59.0,60.0,63.0,62.0,60.0,61.0,58.0,60.0,59.0,CDM CAM CM ,62.0,59.0,60.0,63.0,62.0,60.0,61.0,58.0,60.0,59.0,58.0
11370,62.0,60.0,61.0,61.0,61.0,228980,62.0,63.0,60.0,61.0,61.0,61.0,64.0,59.0,63.0,63.0,CDM CB RB ,62.0,63.0,60.0,61.0,61.0,61.0,64.0,59.0,63.0,63.0,59.0
11371,56.0,63.0,61.0,55.0,57.0,229236,56.0,63.0,63.0,57.0,61.0,55.0,59.0,53.0,57.0,63.0,LB ,56.0,63.0,63.0,57.0,61.0,55.0,59.0,53.0,57.0,63.0,53.0
11372,57.0,41.0,42.0,61.0,51.0,229748,57.0,43.0,41.0,51.0,42.0,61.0,60.0,63.0,60.0,44.0,ST ,57.0,43.0,41.0,51.0,42.0,61.0,60.0,63.0,60.0,44.0,63.0
11373,56.0,38.0,41.0,60.0,50.0,199029,56.0,41.0,38.0,50.0,41.0,60.0,56.0,63.0,57.0,43.0,ST ,56.0,41.0,38.0,50.0,41.0,60.0,56.0,63.0,57.0,43.0,63.0
11374,,,,,,205429,,,,,,,,,,,GK ,,,,,,,,,,,
11375,,,,,,241013,,,,,,,,,,,GK ,,,,,,,,,,,
11376,,,,,,179573,,,,,,,,,,,GK ,,,,,,,,,,,
11377,57.0,59.0,59.0,56.0,57.0,209526,57.0,63.0,59.0,57.0,59.0,56.0,61.0,54.0,59.0,63.0,CM LM LB ,57.0,63.0,59.0,57.0,59.0,56.0,61.0,54.0,59.0,63.0,54.0
11378,60.0,42.0,44.0,62.0,54.0,225654,60.0,44.0,42.0,54.0,44.0,62.0,59.0,63.0,60.0,46.0,ST ,60.0,44.0,42.0,54.0,44.0,62.0,59.0,63.0,60.0,46.0,63.0
11379,64.0,61.0,63.0,63.0,64.0,232054,64.0,63.0,61.0,64.0,63.0,63.0,64.0,63.0,64.0,63.0,CDM ,64.0,63.0,61.0,64.0,63.0,63.0,64.0,63.0,64.0,63.0,63.0
11380,41.0,63.0,57.0,38.0,46.0,194678,41.0,57.0,63.0,46.0,57.0,38.0,42.0,38.0,39.0,55.0,CB ,41.0,57.0,63.0,46.0,57.0,38.0,42.0,38.0,39.0,55.0,38.0
11381,65.0,39.0,45.0,66.0,57.0,223095,65.0,46.0,39.0,57.0,45.0,66.0,64.0,63.0,66.0,49.0,CAM ST ,65.0,46.0,39.0,57.0,45.0,66.0,64.0,63.0,66.0,49.0,63.0
11382,65.0,47.0,54.0,62.0,63.0,224375,65.0,49.0,47.0,63.0,54.0,62.0,63.0,58.0,64.0,52.0,CM ,65.0,49.0,47.0,63.0,54.0,62.0,63.0,58.0,64.0,52.0,58.0
11383,63.0,62.0,63.0,62.0,63.0,229495,63.0,64.0,62.0,63.0,63.0,62.0,64.0,61.0,63.0,65.0,ST CM ,63.0,64.0,62.0,63.0,63.0,62.0,64.0,61.0,63.0,65.0,61.0
11384,55.0,63.0,61.0,53.0,58.0,191095,55.0,58.0,63.0,58.0,61.0,53.0,54.0,54.0,53.0,58.0,CDM CB ,55.0,58.0,63.0,58.0,61.0,53.0,54.0,54.0,53.0,58.0,54.0
11385,,,,,,193911,,,,,,,,,,,GK ,,,,,,,,,,,
11386,60.0,58.0,61.0,59.0,60.0,204664,60.0,63.0,58.0,60.0,61.0,59.0,62.0,55.0,61.0,64.0,CM LB ,60.0,63.0,58.0,60.0,61.0,59.0,62.0,55.0,61.0,64.0,55.0
11387,48.0,63.0,60.0,48.0,53.0,213368,48.0,61.0,63.0,53.0,60.0,48.0,52.0,51.0,49.0,60.0,RB CB ,48.0,61.0,63.0,53.0,60.0,48.0,52.0,51.0,49.0,60.0,51.0
11388,58.0,60.0,62.0,57.0,59.0,228216,58.0,63.0,60.0,59.0,62.0,57.0,61.0,52.0,59.0,64.0,RM RB LB ,58.0,63.0,60.0,59.0,62.0,57.0,61.0,52.0,59.0,64.0,52.0
11389,53.0,63.0,63.0,51.0,59.0,233592,53.0,60.0,63.0,59.0,63.0,51.0,54.0,51.0,51.0,60.0,CM CDM ,53.0,60.0,63.0,59.0,63.0,51.0,54.0,51.0,51.0,60.0,51.0
11390,53.0,62.0,59.0,53.0,54.0,203897,53.0,63.0,62.0,54.0,59.0,53.0,57.0,52.0,56.0,63.0,RB ,53.0,63.0,62.0,54.0,59.0,53.0,57.0,52.0,56.0,63.0,52.0
11391,58.0,43.0,44.0,61.0,53.0,222585,58.0,43.0,43.0,53.0,44.0,61.0,56.0,63.0,58.0,44.0,ST ,58.0,43.0,43.0,53.0,44.0,61.0,56.0,63.0,58.0,44.0,63.0
11392,61.0,61.0,62.0,58.0,61.0,181113,61.0,63.0,61.0,61.0,62.0,58.0,61.0,54.0,60.0,63.0,LB RB ,61.0,63.0,61.0,61.0,62.0,58.0,61.0,54.0,60.0,63.0,54.0
11393,41.0,63.0,56.0,42.0,44.0,212090,41.0,58.0,63.0,44.0,56.0,42.0,45.0,45.0,43.0,55.0,CB ,41.0,58.0,63.0,44.0,56.0,42.0,45.0,45.0,43.0,55.0,45.0
11394,52.0,65.0,63.0,52.0,55.0,225146,52.0,63.0,65.0,55.0,63.0,52.0,54.0,51.0,52.0,62.0,CDM ,52.0,63.0,65.0,55.0,63.0,52.0,54.0,51.0,52.0,62.0,51.0
11395,61.0,40.0,46.0,61.0,57.0,223867,61.0,48.0,40.0,57.0,46.0,61.0,63.0,60.0,62.0,51.0,LM ,61.0,48.0,40.0,57.0,46.0,61.0,63.0,60.0,62.0,51.0,60.0
11396,62.0,40.0,44.0,64.0,57.0,230523,62.0,46.0,40.0,57.0,44.0,64.0,62.0,63.0,64.0,48.0,CAM LM ST ,62.0,46.0,40.0,57.0,44.0,64.0,62.0,63.0,64.0,48.0,63.0
11397,63.0,33.0,43.0,62.0,58.0,240507,63.0,43.0,33.0,58.0,43.0,62.0,63.0,59.0,64.0,46.0,CM RW LW CAM ,63.0,43.0,33.0,58.0,43.0,62.0,63.0,59.0,64.0,46.0,59.0
11398,63.0,42.0,49.0,62.0,59.0,196219,63.0,50.0,42.0,59.0,49.0,62.0,64.0,58.0,64.0,52.0,CAM ,63.0,50.0,42.0,59.0,49.0,62.0,64.0,58.0,64.0,52.0,58.0
11399,,,,,,208764,,,,,,,,,,,GK ,,,,,,,,,,,
11400,61.0,60.0,64.0,59.0,63.0,230012,61.0,62.0,60.0,63.0,64.0,59.0,61.0,56.0,60.0,63.0,CDM CM ,61.0,62.0,60.0,63.0,64.0,59.0,61.0,56.0,60.0,63.0,56.0
11401,52.0,63.0,59.0,51.0,53.0,232316,52.0,62.0,63.0,53.0,59.0,51.0,55.0,50.0,53.0,61.0,RB CB ,52.0,62.0,63.0,53.0,59.0,51.0,55.0,50.0,53.0,61.0,50.0
11402,63.0,60.0,62.0,62.0,63.0,200061,63.0,59.0,60.0,63.0,62.0,62.0,61.0,62.0,61.0,59.0,CM ,63.0,59.0,60.0,63.0,62.0,62.0,61.0,62.0,61.0,59.0,62.0
11403,65.0,53.0,57.0,63.0,63.0,201085,65.0,56.0,53.0,63.0,57.0,63.0,64.0,59.0,64.0,57.0,CAM CM ,65.0,56.0,53.0,63.0,57.0,63.0,64.0,59.0,64.0,57.0,59.0
11404,55.0,61.0,60.0,56.0,56.0,232573,55.0,63.0,61.0,56.0,60.0,56.0,59.0,56.0,59.0,64.0,RB ,55.0,63.0,61.0,56.0,60.0,56.0,59.0,56.0,59.0,64.0,56.0
11405,,,,,,176509,,,,,,,,,,,GK ,,,,,,,,,,,
11406,61.0,67.0,66.0,59.0,63.0,182909,61.0,65.0,67.0,63.0,66.0,59.0,62.0,58.0,60.0,66.0,CM ,61.0,65.0,67.0,63.0,66.0,59.0,62.0,58.0,60.0,66.0,58.0
11407,,,,,,220542,,,,,,,,,,,GK ,,,,,,,,,,,
11408,54.0,41.0,40.0,58.0,49.0,233086,54.0,37.0,41.0,49.0,40.0,58.0,52.0,63.0,53.0,38.0,ST ,54.0,37.0,41.0,49.0,40.0,58.0,52.0,63.0,53.0,38.0,63.0
11409,62.0,35.0,42.0,61.0,54.0,238974,62.0,45.0,35.0,54.0,42.0,61.0,64.0,58.0,64.0,49.0,LW CAM RW ,62.0,45.0,35.0,54.0,42.0,61.0,64.0,58.0,64.0,49.0,58.0
11410,64.0,40.0,46.0,66.0,58.0,239486,64.0,46.0,40.0,58.0,46.0,66.0,63.0,65.0,64.0,48.0,RM LM ,64.0,46.0,40.0,58.0,46.0,66.0,63.0,65.0,64.0,48.0,65.0
11411,,,,,,174206,,,,,,,,,,,GK ,,,,,,,,,,,
11412,,,,,,186238,,,,,,,,,,,GK ,,,,,,,,,,,
11413,62.0,61.0,63.0,60.0,63.0,191871,62.0,61.0,61.0,63.0,63.0,60.0,62.0,59.0,61.0,62.0,CM CDM ,62.0,61.0,61.0,63.0,63.0,60.0,62.0,59.0,61.0,62.0,59.0
11414,56.0,66.0,63.0,55.0,59.0,213376,56.0,62.0,66.0,59.0,63.0,55.0,56.0,55.0,55.0,61.0,RB CDM ,56.0,62.0,66.0,59.0,63.0,55.0,56.0,55.0,55.0,61.0,55.0
11415,64.0,60.0,63.0,63.0,64.0,214144,64.0,60.0,60.0,64.0,63.0,63.0,63.0,59.0,63.0,61.0,CDM ,64.0,60.0,60.0,64.0,63.0,63.0,63.0,59.0,63.0,61.0,59.0
11416,60.0,43.0,45.0,63.0,53.0,223104,60.0,46.0,43.0,53.0,45.0,63.0,60.0,63.0,62.0,47.0,CAM CF ST ,60.0,46.0,43.0,53.0,45.0,63.0,60.0,63.0,62.0,47.0,63.0
11417,58.0,62.0,63.0,56.0,60.0,239232,58.0,62.0,62.0,60.0,63.0,56.0,58.0,55.0,57.0,62.0,CB CM CDM ,58.0,62.0,62.0,60.0,63.0,56.0,58.0,55.0,57.0,62.0,55.0
11418,64.0,53.0,58.0,63.0,63.0,208513,64.0,57.0,53.0,63.0,58.0,63.0,63.0,60.0,62.0,58.0,CM ,64.0,57.0,53.0,63.0,58.0,63.0,63.0,60.0,62.0,58.0,60.0
11419,58.0,63.0,63.0,56.0,61.0,208769,58.0,62.0,63.0,61.0,63.0,56.0,57.0,55.0,56.0,61.0,RB CM CDM ,58.0,62.0,63.0,61.0,63.0,56.0,57.0,55.0,56.0,61.0,55.0
11420,42.0,63.0,57.0,41.0,48.0,214913,42.0,53.0,63.0,48.0,57.0,41.0,41.0,44.0,40.0,51.0,CB ,42.0,53.0,63.0,48.0,57.0,41.0,41.0,44.0,40.0,51.0,44.0
11421,43.0,63.0,56.0,44.0,45.0,228225,43.0,59.0,63.0,45.0,56.0,44.0,47.0,47.0,44.0,57.0,CB ,43.0,59.0,63.0,45.0,56.0,44.0,47.0,47.0,44.0,57.0,47.0
